ItemId,DEL_PRODUCT,StructureId,APDivision,APLabel,APMerchDivision,APClass,APSubClass,ProductCategoryCode,ProductCategoryDesc,ProductClassCode,ProductClassDesc,ProductSubclassCode,ProductSubclassDesc,MerchDivisionCode,MerchDivisionDesc,ColorFamily,USBoardNumber,MerchOrganizationDesc,MSSP,FactoryCost,APSeasonYear,APSeason,APYear,APItemDescription,RetailTypeId,EventId,USSizeOffering
WMPOSKTN6H20051,0,WM,WM,PO,N,SKT,DR,KT,SKIRT,FUL,FULL,MID,MID,211,W PRL APP SPRTSWR,RED,OT204T34,WOMENS APPAREL,NULL,38.54,FAL2020,FAL,2020,LG CY SK-SKIRT DW PD SOLID LINEN,SINGLE PRICE,PSR,00-14
WMPOSHTNN820044,0,WM,WM,PO,N,SHT,DN,SI,SHIRTS,BLS,BLOUSE,MSL,MID SLEEVE,211,W PRL APP SPRTSWR,WHITE,OT204T25,WOMENS APPAREL,NULL,16.52,FAL2020,FAL,2020,SS CLO TP-SHORT SLEEVE-SHIRT PINPOINT OXFORD,SINGLE PRICE,PSR,00-14
WMPOPNTN4A20006,0,WM,WM,PO,N,PNT,4A,PN,PANTS,CGO,CARGO,AKL,ANKLE,211,W PRL APP SPRTSWR,NATURAL-101,OB204T10,WOMENS APPAREL,NULL,31.97,FAL2020,FAL,2020,CLO CGO PT-RELAXED-CARGO-PANT DRAPEY TENCEL,SINGLE PRICE,PSR,00-14
WMPOKNINN820460,0,WM,WM,PO,N,KNI,CU,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,BLACK,OK204C06,WOMENS APPAREL,NULL,7.18,NOS2021,NOS,2021,RL PRD RL T-SHORT SLEEVE-KNIT 30/1 COTTON JRSY,SINGLE PRICE,PSR,XXS-XL
WMPODNMN7620086,0,WM,WM,PO,N,DNM,98,JE,JEANS,KIN,SKINNY,AKL,ANKLE,211,W PRL APP SPRTSWR,BLACK,OE204C05,WOMENS APPAREL,NULL,22.78,NOS2021,NOS,2021,TOMP MR SKI-SKINNY-DENIM NOVA WASH,SINGLE PRICE,PSR,24-34 A2
WMPODRSNN820103,0,WM,WM,PO,N,DRS,FA,DR,DRESSES,DAD,DAY DRESS,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,PINK,OT204C35AP,WOMENS APPAREL,NULL,43.61,FAL2020,FAL,2020,SS N WRAP DR-SHORT SLEEVE-CASUAL DRESS DW Y/D LINEN SOLID,SINGLE PRICE,PSR,00-14
WMPOSHTN6820259,0,WM,WM,PO,N,SHT,DO,SI,SHIRTS,BFS,BUTTON FRONT SHIRT,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,WHITE,OT204T25,WOMENS APPAREL,NULL,17,FAL2020,FAL,2020,EMB BYCE ST-LONG SLEEVE-SHIRT PINPOINT OXFORD,SINGLE PRICE,PSR,00-14
WMPODRSNCM20033,0,WM,WM,PO,N,DRS,FA,DR,DRESSES,DAD,DAY DRESS,SLS,SLEEVELESS,211,W PRL APP SPRTSWR,RED,OK204T11,WOMENS APPAREL,NULL,24.19,FAL2020,FAL,2020,RCKY MD DRS-SLEEVELESS-CASUAL DRESS RAYON VISCOSE,SINGLE PRICE,PSR,XXS-XL
WMPODRSNN820104,0,WM,WM,PO,N,DRS,FA,DR,DRESSES,DAD,DAY DRESS,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,BLUE,OT204C35AP,WOMENS APPAREL,NULL,43.61,FAL2020,FAL,2020,SS N WRAP DR-SHORT SLEEVE-CASUAL DRESS DW Y/D LINEN SOLID,SINGLE PRICE,PSR,00-14
WMPODRSN6820081,0,WM,WM,PO,N,DRS,F0,DR,DRESSES,COD,COCKTAIL DRESS,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,NATURAL-101,OD204T90,WOMENS APPAREL,NULL,58,FAL2020,FAL,2020,LS KRYN DR-LONG SLEEVE-CASUAL DRESS 80S COTTON VOILE,SINGLE PRICE,PSR,00-14
WMPOSKTN6H20054,0,WM,WM,PO,N,SKT,DR,KT,SKIRT,FUL,FULL,MXI,MAXI,211,W PRL APP SPRTSWR,NATURAL-101,OD204H86AP,WOMENS APPAREL,NULL,32.91,FAL2020,FAL,2020,LG ASTR SK-SKIRT PRNTD FINE CTTN GZE,SINGLE PRICE,PSR,00-14
WMPOSHTNN820047,0,WM,WM,PO,N,SHT,DN,SI,SHIRTS,BLS,BLOUSE,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,BLUE,OT204H44,WOMENS APPAREL,NULL,19.95,FAL2020,FAL,2020,SS KUZK TP-SHORT SLEEVE-SHIRT PRINTED COTTON,SINGLE PRICE,PSR,00-14
WMPOSKTN6H20055,0,WM,WM,PO,N,SKT,DR,KT,SKIRT,FUL,FULL,MID,MID,211,W PRL APP SPRTSWR,NATURAL-101,OT204T36,WOMENS APPAREL,NULL,42.28,FAL2020,FAL,2020,LG CY SK-SKIRT PRINTED DW LINEN,SINGLE PRICE,PSR,00-14
WMPOKNINN820467,0,WM,WM,PO,N,KNI,CU,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,WHITE,OK204T05,WOMENS APPAREL,NULL,6.8,FAL2020,FAL,2020,GRPH SHRNK T-SHORT SLEEVE-KNIT 30/1 UNEVEN CTN JRS,SINGLE PRICE,PSR,XXS-XL
WMPOPNTNCY20012,0,WM,WM,PO,N,PNT,DL,PN,PANTS,FFR,FLAT FRONT,AKL,ANKLE,211,W PRL APP SPRTSWR,BEIGE/KHAKI,OB204C01,WOMENS APPAREL,NULL,14.09,NOS2022,NOS,2022,BRN SK CH-SLIM-SLIM LEG-PANT MODERN STRETCH CHIN,SINGLE PRICE,PSR,00-18
WMPOKNIN6820230,0,WM,WM,PO,N,KNI,FB,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,WHITE,OKC23,WOMENS APPAREL,NULL,22.2,BSR9990,BSR,9990,LS ZIP HD-LONG SLEEVE-KNIT LT WT SEASONAL FLC,SINGLE PRICE,PSR,XXS-XL
WMPOKNIN6820231,0,WM,WM,PO,N,KNI,FB,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,BLACK,OKC23,WOMENS APPAREL,NULL,22.2,BSR9990,BSR,9990,LS ZIP HD-LONG SLEEVE-KNIT LT WT SEASONAL FLC,SINGLE PRICE,PSR,XXS-XL
WMPOSWEN6820324,0,WM,WM,PO,N,SWE,C0,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,NATURAL-101,OS204H10,WOMENS APPAREL,NULL,46.75,FAL2020,FAL,2020,CN PO-CLASSIC-LONG SLEEVE-SWEATER ARAN WOOL BLEND,SINGLE PRICE,PSR,XXS-XL
WMPOKNINN820469,0,WM,WM,PO,N,KNI,CU,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,RED,OK204T17,WOMENS APPAREL,NULL,12.95,FAL2020,FAL,2020,RL TEE-SHORT SLEEVE-KNIT LINEN JERSEY,SINGLE PRICE,PSR,XXS-XL
WMPOKNIN6820235,0,WM,WM,PO,N,KNI,FB,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,WHITE,OKC23,WOMENS APPAREL,NULL,13.2,BSR9990,BSR,9990,LS PO-LONG SLEEVE-KNIT LT WT SEASONAL FLC,SINGLE PRICE,PSR,XXS-XL
WMPOKNINN820471,0,WM,WM,PO,N,KNI,CU,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,RED,OK204C06,WOMENS APPAREL,NULL,7.18,FAL2020,FAL,2020,RL PRD RL T-SHORT SLEEVE-KNIT 30/1 COTTON JRSY,SINGLE PRICE,PSR,XXS-XXL
MNPOOTW16020282,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,BOM,BOMBER,INS,INSULATED,710,M PRL APP SPRTSWR,GREEN,O204SZ31,MENS APPAREL,NULL,78.47,NOS2021,NOS,2021,BOULDER JKT-DOWN FILL-JACKET RECYCLED POLYESTER,SINGLE PRICE,PSR,XS-XXL
MNPOOTW16020285,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,BOM,BOMBER,INS,INSULATED,710,M PRL APP SPRTSWR,NAVY-410,O204SC32,MENS APPAREL,NULL,35.3,NOS2022,NOS,2022,TERRA JKT-POLY FILL-JACKET RECYCLED NYLON,SINGLE PRICE,FULLPRICE,XS-XXL
MNPONKW39O20175,0,MN,MN,PO,3,NKW,9O,NW,NECKWEAR,TIE,NECK TIE,N/A,NO SUBCLASS,712,M PRL APP DRS FURNS,NAVY-410,71279959,MENS APPAREL,NULL,28.28,NOS2021,NOS,2021,TIEM-NECK TIE CROSS CLUB,SINGLE PRICE,PSR,ONE SIZE
MNPOSWE16820423,0,MN,MN,PO,1,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,BLACK,S204SC05,MENS APPAREL,NULL,18.74,NOS2021,NOS,2021,LS TN-LONG SLEEVE-SWEATER-MERINO WOOL,SINGLE PRICE,PSR,XS-XXL
MNPGSWE16820022,0,MN,MN,PG,1,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,781,M POLO GOLF APP,NAVY-410,S204GB02,MENS APPAREL,NULL,18.21,NOS2021,NOS,2021,LS VN PO SPP-LONG SLEEVE-SWEATER MERINO WOOL,SINGLE PRICE,PSR,XS-XXL
MNPOSWE16820424,0,MN,MN,PO,1,OTW,7I,OW,OUTERWEAR,SPC,SPORTCOAT,N/A,NO SUBCLASS,710,M PRL APP SPRTSWR,GREY,S204SC05B,MENS APPAREL,NULL,38.95,NOS2021,NOS,2021,TEXTREBLAZER-LONG SLEEVE-SWEATER MERINO WOOL,SINGLE PRICE,PSR,XS-XXL
MNPOKNI1CM20020,0,MN,MN,PO,1,KNI,CM,KN,KNIT SHIRTS,SWS,SWEATSHIRT,SLS,SLEEVELESS,710,M PRL APP SPRTSWR,NAVY-410,K204SCZ51,MENS APPAREL,NULL,27.32,FAL2020,FAL,2020,FZVESTM2-SLEEVELESS-KNIT DOUBLE KNIT HYBRID,SINGLE PRICE,PSR,XS-XXL
MNPOPNT14G20172,0,MN,MN,PO,1,PNT,4G,PN,PANTS,FFR,FLAT FRONT,N/A,NO SUBCLASS,710,M PRL APP SPRTSWR,DARK BROWN-201,R204SC13,MENS APPAREL,NULL,11.57,NOS2021,NOS,2021,SLFHDNP-FLAT-PANT LW STRETCH MILITARY,SINGLE PRICE,PSR,28-44 B2
MNPOOTW16020299,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,BOM,BOMBER,INS,INSULATED,710,M PRL APP SPRTSWR,NAVY-410,O204SZ33,MENS APPAREL,NULL,50.29,NOS2022,NOS,2022,EL CAP JKT-DOWN FILL-JACKET RECYCLED POLYESTER,SINGLE PRICE,FULLPRICE,XS-XXL
MNPOSWE16820425,0,MN,MN,PO,1,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,TURQUOISE/AQUA-440,S204SC02,MENS APPAREL,NULL,42.28,NOS2021,NOS,2021,LS CN PP-LONG SLEEVE-SWEATER-CASHMERE,SINGLE PRICE,PSR,XS-XXL
MNPOSWE16820427,0,MN,MN,PO,1,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,NATURAL-101,S204SC03,MENS APPAREL,NULL,27.31,NOS2021,NOS,2021,LS HZ PP-LONG SLEEVE-SWEATER-WOOL CASHMERE,SINGLE PRICE,PSR,XS-XXL
MNPODNM10920091,0,MN,MN,PO,1,DNM,9,JE,JEANS,SLM,SLIM,FUL,FULL LENGTH,710,M PRL APP SPRTSWR,NAVY-410,R204SD45,MENS APPAREL,NULL,26.26,NOS2022,NOS,2022,SSULLIVAN-5-POCKET-DENIM STRETCH DENIM,SINGLE PRICE,FULLPRICE,28-42 F2
MNPOOTW1N220041,0,MN,MN,PO,1,OTW,N2,OW,OUTERWEAR,VST,VEST,INS,INSULATED,710,M PRL APP SPRTSWR,NAVY-410,O204SC32,MENS APPAREL,NULL,28.11,NOS2022,NOS,2022,TERRA VEST-POLY FILL-VEST RECYCLED NYLON,SINGLE PRICE,FULLPRICE,XS-XXL
MNPOOTW16020305,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,WDB,WINDBREAKER,INS,INSULATED,710,M PRL APP SPRTSWR,BLACK,O204SC22,MENS APPAREL,NULL,35.22,FAL2020,FAL,2020,CHATHAM WB-POLY FILL-JACKET LT WT OXFORD POLY,SINGLE PRICE,PSR,XS-XXL
MNPOOTW16020306,0,MN,MN,PO,1,OTW,28,OW,OUTERWEAR,COA,COAT,INS,INSULATED,710,M PRL APP SPRTSWR,NAVY-410,O204SZ08,MENS APPAREL,NULL,101.47,FAL2020,FAL,2020,ANNEX PARKA-DOWN FILL-JACKET RECYCLED EXP FAILLE,SINGLE PRICE,PSR,XS-XXL
MNPOTRO27620048,0,MN,MN,PO,2,TRO,76,CL,TAILORED CLOTHING,TRS,TROUSER,N/A,NO SUBCLASS,715,M PRL APP CLOTHING,NAVY-410,L204SH01 0,MENS APPAREL,NULL,26.66,NOS2021,NOS,2021,BLHE-TROUSER-COTTON STRTCH CHINO,SINGLE PRICE,FULLPRICE,28-44 B2
MNPOOTW16020317,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,PLO,PULLOVER,LND,LINED,710,M PRL APP SPRTSWR,ASSORTED PRE-PACK (SEE TABLE 9,O204SZ35,MENS APPAREL,NULL,32.17,FAL2020,FAL,2020,GRANT PO-LINED-JACKET FREESTYLE NYLON,SINGLE PRICE,PSR,XS-XXL
MNPOOTW16020321,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,BOM,BOMBER,INS,INSULATED,710,M PRL APP SPRTSWR,BLACK,O204SZ33,MENS APPAREL,NULL,50.29,NOS2022,NOS,2022,EL CAP JKT-DOWN FILL-JACKET RECYCLED POLYESTER,SINGLE PRICE,FULLPRICE,XS-XXL
MNPOSWE16820431,0,MN,MN,PO,1,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,BLUE,S214SC05,MENS APPAREL,NULL,24.28,NOS2021,NOS,2021,LS SF VN CRD-LONG SLEEVE-SWEATER-MERINO WOOL,SINGLE PRICE,PSR,XS-XXL SLM
MNPOOTW16020322,0,MN,MN,PO,1,OTW,28,OW,OUTERWEAR,COA,COAT,INS,INSULATED,710,M PRL APP SPRTSWR,NAVY-410,O204SZ31,MENS APPAREL,NULL,92.05,FAL2020,FAL,2020,BOULDER COAT-DOWN FILL-JACKET RECYCLED POLYESTER,SINGLE PRICE,PSR,XS-XXL
MNPODNM10920093,0,MN,MN,PO,1,DNM,9,JE,JEANS,SLM,SLIM,FUL,FULL LENGTH,710,M PRL APP SPRTSWR,GREY,R204SD57,MENS APPAREL,NULL,33.02,FAL2020,FAL,2020,SSULLIVAN-5-POCKET-DENIM STRETCH DENIM,SINGLE PRICE,PSR,28-42 F2
MNPOOTW16020329,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,TRJ,TRUCKER JACKET,LND,LINED,710,M PRL APP SPRTSWR,BLUE,O204SD50,MENS APPAREL,NULL,73.05,FAL2020,FAL,2020,STORM RIDER-LINED-JACKET DENIM,SINGLE PRICE,PSR,XS-XXL
MNPOSWE16820432,0,MN,MN,PO,1,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,ASSORTED PRE-PACK (SEE TABLE 9,S204SC05B,MENS APPAREL,NULL,24.61,NOS2020,NOS,2020,TEXTURE HZ-LONG SLEEVE-SWEATER-MERINO WOOL,SINGLE PRICE,PSR,XS-XXL
MNPOOTW16020330,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,WDB,WINDBREAKER,INS,INSULATED,710,M PRL APP SPRTSWR,NAVY-410,O204SC22,MENS APPAREL,NULL,35.22,FAL2020,FAL,2020,CHATHAM WB-POLY FILL-JACKET LT WT OXFORD POLY,SINGLE PRICE,PSR,XS-XXL
MNPOOTW1N220044,0,MN,MN,PO,1,OTW,N2,OW,OUTERWEAR,VST,VEST,INS,INSULATED,710,M PRL APP SPRTSWR,GREY,O204SC32,MENS APPAREL,NULL,28.11,NOS2021,NOS,2021,TERRA VEST-POLY FILL-VEST RECYCLED NYLON,SINGLE PRICE,FULLPRICE,XS-XXL
MNPODNM10920094,0,MN,MN,PO,1,DNM,9,JE,JEANS,KIN,SKINNY,FUL,FULL LENGTH,710,M PRL APP SPRTSWR,BLACK,R204SD57,MENS APPAREL,NULL,22.66,NOS2022,NOS,2022,SKN ELDRIDGE-5-POCKET-DENIM STRETCH DENIM,SINGLE PRICE,FULLPRICE,28-42 F2
MNPOOTW16020340,0,MN,MN,PO,1,OTW,28,OW,OUTERWEAR,COA,COAT,INS,INSULATED,710,M PRL APP SPRTSWR,BLACK,O204SZ08,MENS APPAREL,NULL,101.47,FAL2020,FAL,2020,ANNEX PARKA-DOWN FILL-JACKET RECYCLED EXP FAILLE,SINGLE PRICE,PSR,XS-XXL
MNPOOTW1N220045,0,MN,MN,PO,1,OTW,N2,OW,OUTERWEAR,VST,VEST,INS,INSULATED,710,M PRL APP SPRTSWR,BLACK,O204SC32,MENS APPAREL,NULL,28.11,NOS2022,NOS,2022,TERRA VEST-POLY FILL-VEST RECYCLED NYLON,SINGLE PRICE,FULLPRICE,XS-XXL
MNPODNM10920097,0,MN,MN,PO,1,DNM,9,JE,JEANS,SLM,SLIM,FUL,FULL LENGTH,710,M PRL APP SPRTSWR,NAVY-410,R204SD87,MENS APPAREL,NULL,27.83,FAL2020,FAL,2020,SSULLIVAN-5-POCKET-DENIM STRETCH DENIM,SINGLE PRICE,PSR,28-42 F2
MNPOSWE16820436,0,MN,MN,PO,1,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,BLUE,S204SC07,MENS APPAREL,NULL,20.64,NOS2021,NOS,2021,LSCN MULTIPP-LONG SLEEVE-SWEATER LORYELLE WOOL,SINGLE PRICE,PSR,XS-XXL
MNPOWOV16820822,0,MN,MN,PO,1,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,GREEN,Z204SC32,MENS APPAREL,NULL,9.55,FAL2020,FAL,2020,CLBDPPCS-LONG SLEEVE-SPORT SHIRT GD OXFORD,SINGLE PRICE,PSR,XS-XXL
MNPOKNI16820735,0,MN,MN,PO,1,KNI,68,KN,KNIT SHIRTS,PSH,POLO SHIRT,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,RED,K204SC01,MENS APPAREL,NULL,5.01,FAL2020,FAL,2020,LSKCCMSLM2-LONG SLEEVE-KNIT BASIC MESH,SINGLE PRICE,PSR,XS-XXL CUS M
MNPOOTW16020346,0,MN,MN,PO,1,OTW,60,OW,OUTERWEAR,BOM,BOMBER,INS,INSULATED,710,M PRL APP SPRTSWR,BLACK,O204SC32,MENS APPAREL,NULL,35.3,NOS2022,NOS,2022,TERRA JKT-POLY FILL-JACKET RECYCLED NYLON,SINGLE PRICE,FULLPRICE,XS-XXL
WALRBAG0G620038,0,WA,WA,LR,0,BAG,G6,BG,BAGS,TTE,TOTE,LRG,LARGE,431,W LRL ACC HANDBAGS,BLACK,43179532,ACCESSORIES,NULL,18.5,NOS2021,NOS,2021,RVRSBLE TOTE-TOTE-MEDIUM FAUX PEBBLE GRAIN,FULLPRICE,FULLPRICE,ONE SIZE
WMPOSWENN820032,0,WM,WM,PO,N,SWE,C0,SV,SWEATER,PLO,PULLOVER,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,BLACK,OS204C08,WOMENS APPAREL,NULL,8.9,NOS2022,NOS,2022,SS PO-SHORT SLEEVE-SWEATER PIMA JSY STRETCH,SINGLE PRICE,PSR,XXS-XXL
WMPOSWEN6820332,0,WM,WM,PO,N,SWE,DW,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,BLACK,OS204C08,WOMENS APPAREL,NULL,12.3,NOS2022,NOS,2022,CARDIGAN-LONG SLEEVE-SWEATER PIMA JSY STRETCH,SINGLE PRICE,PSR,XXS-XXL
WMPOSWEN6820333,0,WM,WM,PO,N,SWE,DW,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,GREY,OS204C08,WOMENS APPAREL,NULL,12.62,NOS2022,NOS,2022,CARDIGAN-LONG SLEEVE-SWEATER PIMA JSY STRETCH,SINGLE PRICE,PSR,XXS-XXL
WMPOSWENN820034,0,WM,WM,PO,N,SWE,C0,SV,SWEATER,PLO,PULLOVER,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,GREY,OS204C08,WOMENS APPAREL,NULL,9.1,NOS2022,NOS,2022,SS PO-SHORT SLEEVE-SWEATER PIMA JSY STRETCH,SINGLE PRICE,PSR,XXS-XXL
WAPOBLT0F320019,0,WA,WA,PO,0,BLT,9M,BL,BELTS,BLT,BELT,SNY,SKINNY,429,W PRL ACC BELTS,BROWN,SKINNY STI,ACCESSORIES,NULL,15.5,NOS2023,NOS,2023,SKNY STIRRUP-CASUAL-SKINNY VEG LEATHER,SINGLE PRICE,FULLPRICE,XS-XL
WMPODNMN7620089,0,WM,WM,PO,N,DNM,98,JE,JEANS,KIN,SKINNY,AKL,ANKLE,211,W PRL APP SPRTSWR,BLACK,OE204C06,WOMENS APPAREL,NULL,22.2,NOS2022,NOS,2022,HR SKNY ANK-SKINNY-DENIM SALMA WASH,SINGLE PRICE,PSR,24-34 A2
WAPOSLG02320021,0,WA,WA,PO,0,SLG,23,LT,SMALL LEATHERGOODS,CCS,CARD CASE,SMA,SMALL,427,W PRL ACC,BROWN,LOGO WALLE,ACCESSORIES,NULL,13.59,FAL2020,FAL,2020,CARD CASE-CARD CASE-SMALL PRL VACHETTA,SINGLE PRICE,PSR,ONE SIZE
WMPOSHTN6820267,0,WM,WM,PO,N,SHT,DO,SI,SHIRTS,BFS,BUTTON FRONT SHIRT,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,NATURAL-101,OD204T88,WOMENS APPAREL,NULL,24.6,FAL2020,FAL,2020,LS ADALN ST-LONG SLEEVE-SHIRT VISCOSE WOOL PLAID,SINGLE PRICE,PSR,XXS-XL
WAPOBLT0F320026,0,WA,WA,PO,0,BLT,9M,BL,BELTS,BLT,BELT,SNY,SKINNY,429,W PRL ACC BELTS,BLACK,SKINNY STI,ACCESSORIES,NULL,14.73,NOS2023,NOS,2023,SKNY STIRRUP-CASUAL-SKINNY VEG LEATHER,SINGLE PRICE,FULLPRICE,XS-XL
CWPOOPCF1M20010,0,CW,CW,PO,F,OPC,1M,OP,ONE PIECE,BDY,BODYSUIT,N/A,NO SUBCLASS,310,CG RL APP BABY GIRLS,WHITE,K224YDC01,CHILDRENS APPAREL,NULL,5.26,FAL2021,FAL,2021,LS RUFFLE-ONE PIECE-BODYSUIT INTERLOCK,SINGLE PRICE,PSR,3M-24M
CWPOOPCI3320057,0,CW,CW,PO,I,OPC,33,OP,ONE PIECE,CVA,COVERALL,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,BRIGHT BLUE-430,K214YI02,CHILDRENS APPAREL,NULL,7.76,NOS2023,NOS,2023,SOLID CVRALL-ONE PIECE-COVERALL OXFORD MESH,SINGLE PRICE,FULLPRICE,3M-12M
CWPOOPCI3320058,0,CW,CW,PO,I,OPC,33,OP,ONE PIECE,CVA,COVERALL,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,BRIGHT BLUE-430,K214YI02,CHILDRENS APPAREL,NULL,7.76,NOS2023,NOS,2023,STRIPE CVRLL-ONE PIECE-COVERALL YD OXFORD MESH,SINGLE PRICE,FULLPRICE,3M-24M
CWPOKNII8020003,0,CW,CW,PO,I,KNI,80,KN,KNIT SHIRTS,FUZ,FULL ZIP,LSL,LONG SLEEVE,320,CB PRL APP BABY BOYS,NAVY-410,KZ204YILS_,CHILDRENS APPAREL,NULL,9.85,FAL2020,FAL,2020,REVERS JKT-TOPS-KNIT YD ATLANTIC TERRY,SINGLE PRICE,PSR,3M-24M
CWPOKNIO6820076,0,CW,CW,PO,O,KNI,80,KN,KNIT SHIRTS,FUZ,FULL ZIP,LSL,LONG SLEEVE,311,CG RL APP TODD GIRLS,PINK,K204DK10,CHILDRENS APPAREL,NULL,8.81,FAL2020,FAL,2020,FZ HOODIE-TOPS-KNIT LT WT MAGIC FLEECE,SINGLE PRICE,PSR,2T-4T
CWPOSWETCM20004,0,CW,CW,PO,T,SWE,68,SV,SWEATER,VST,VEST,SLS,SLEEVELESS,321,CB PRL APP TODD BOYS,NAVY-410,S214BC02,CHILDRENS APPAREL,NULL,5.16,FAL2021,FAL,2021,VEST-TOPS-SWEATER COMBED COTTON,SINGLE PRICE,PSR,2T-4T
CWPOSWEICM20008,0,CW,CW,PO,I,SWE,68,SV,SWEATER,VST,VEST,SLS,SLEEVELESS,320,CB PRL APP BABY BOYS,GREY,S204BC02,CHILDRENS APPAREL,NULL,4.87,FAL2020,FAL,2020,VEST-TOPS-SWEATER COMBED COTTON,SINGLE PRICE,PSR,3M-24M
CWPOSWEI6820048,0,CW,CW,PO,I,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,320,CB PRL APP BABY BOYS,NAVY-410,S204BC02,CHILDRENS APPAREL,NULL,6.15,FAL2020,FAL,2020,LS CABLE CN-TOPS-SWEATER COMBED COTTON,SINGLE PRICE,PSR,3M-24M
CWPOSWET6820088,0,CW,CW,PO,T,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,321,CB PRL APP TODD BOYS,RED,S214BC02,CHILDRENS APPAREL,NULL,6.75,FAL2021,FAL,2021,LS CABLE CN-TOPS-SWEATER COMBED COTTON,SINGLE PRICE,PSR,2T-4T
CWPOSWEB6820103,0,CW,CW,PO,B,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,RED,S214BC02,CHILDRENS APPAREL,NULL,6.75,FAL2021,FAL,2021,LS CABLE CN-TOPS-SWEATER COMBED COTTON,SINGLE PRICE,PSR,04-Jul
CWPODNMG0920010,0,CW,CW,PO,G,DNM,76,JE,JEANS,KIN,SKINNY,FUL,FULL LENGTH,313,CG RL APP GIRLS 7-16,BLUE,D224DC12,CHILDRENS APPAREL,NULL,11.56,NOS2023,NOS,2023,AUBRIE LEGGI-BOTTOMS-DENIM DENIM,SINGLE PRICE,FULLPRICE,Jul-16
CWPODNMR0920009,0,CW,CW,PO,R,DNM,76,JE,JEANS,KIN,SKINNY,FUL,FULL LENGTH,312,CG RL APP GIRLS 2-6X,BLUE,D224DC12,CHILDRENS APPAREL,NULL,9.84,NOS2023,NOS,2023,AUBRIE LEGGI-BOTTOMS-DENIM DENIM,SINGLE PRICE,FULLPRICE,2-6X
CWPOSHOB4G20004,0,CW,CW,PO,B,SHO,4G,SR,SHORTS,FFR,FLAT FRONT,N/A,NO SUBCLASS,322,CB PRL APP BOYS 2-7,GREY,32274732,CHILDRENS APPAREL,NULL,53.29,NOS9990,NOS,9990,WOODSM SHORT-BOTTOMS-SHORT-TROPICAL WOOL,SINGLE PRICE,FULLPRICE,04-Jul
